,chnm,Classification,Cmax,AC50,NAS,test_target,test_target_name,assay_component_endpoint_name
1236,disulfiram,MostDILI Drugs,5.4,0.06911150099999999,0.9872015740000001,NR1H4,farnesoid x receptor,TOX21_FXR_BLA_antagonist_ratio_Row183
1237,efavirenz,MostDILI Drugs,13.0,31.84422596,-1.4495558430000002,NR1H4,farnesoid x receptor,TOX21_FXR_BLA_antagonist_ratio_Row183
1238,leflunomide,MostDILI Drugs,24.7956,48.79306182,-0.967811298,NR1H4,farnesoid x receptor,TOX21_FXR_BLA_antagonist_ratio_Row183
1239,mefenamic acid,MostDILI Drugs,26.9388,49.57813077,-0.840398636,NR1H4,farnesoid x receptor,TOX21_FXR_BLA_antagonist_ratio_Row183
1240,methotrexate,MostDILI Drugs,0.7724,0.273511962,0.6458933689999999,NR1H4,farnesoid x receptor,TOX21_FXR_BLA_antagonist_ratio_Row183
1241,pazopanib,MostDILI Drugs,62.8,31.06430428,0.505345473,NR1H4,farnesoid x receptor,TOX21_FXR_BLA_antagonist_ratio_Row183
1242,ritonavir,MostDILI Drugs,7.5511,29.96019734,-2.967659989,NR1H4,farnesoid x receptor,TOX21_FXR_BLA_antagonist_ratio_Row183
1243,tolcapone,MostDILI Drugs,74.2928,7.681553192999999,0.896604339,NR1H4,farnesoid x receptor,TOX21_FXR_BLA_antagonist_ratio_Row183
1244,ketoconazole,MostDILI Drugs,7.0,34.00098361,-3.857283373,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch1_Row229
1245,dexamethasone,AmbiDILIDrugs,0.2242,0.003630285,0.983807828,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch2_Row270
1246,etoposide,LessDILIDrugs,17.0,25.11737175,-0.477492456,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch2_Row270
1247,methylprednisolone,LessDILIDrugs,2.9909,0.018315528,0.993876249,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch2_Row270
1248,prednisolone,LessDILIDrugs,0.6797,0.022219062,0.967310487,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch2_Row270
1249,albendazole,MostDILI Drugs,0.9045,2.042354504,-1.257992818,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch2_Row270
1250,erlotinib,MostDILI Drugs,13.79,14.87561269,-0.078724633,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch2_Row270
1251,budesonide,NoDILI Drugs,0.0012,0.004363026,-2.635855,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch2_Row270
1252,daunorubicin,NoDILI Drugs,0.3791,0.7297124290000001,-0.924854732,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch2_Row270
1253,fludrocortisone,NoDILI Drugs,0.0644,0.033942823999999996,0.472937516,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch2_Row270
1254,hydrocortisone,NoDILI Drugs,0.8415,0.038087838,0.95473816,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ch2_Row270
1255,dexamethasone,AmbiDILIDrugs,0.2242,0.002829407,0.9873799870000001,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ratio_Row239
1256,medroxyprogesterone,AmbiDILIDrugs,0.1158,0.10522708800000001,0.091303212,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ratio_Row239
1257,etoposide,LessDILIDrugs,17.0,30.44732207,-0.791018945,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ratio_Row239
1258,methylprednisolone,LessDILIDrugs,2.9909,0.017967919,0.993992471,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ratio_Row239
1259,prednisolone,LessDILIDrugs,0.6797,0.022508728,0.96688432,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ratio_Row239
1260,erlotinib,MostDILI Drugs,13.79,40.00538245,-1.9010429619999998,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ratio_Row239
1261,budesonide,NoDILI Drugs,0.0012,0.001364851,-0.137375833,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ratio_Row239
1262,daunorubicin,NoDILI Drugs,0.3791,0.952643516,-1.5129082459999998,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ratio_Row239
1263,fludrocortisone,NoDILI Drugs,0.0644,0.041714888,0.35225329200000005,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ratio_Row239
1264,hydrocortisone,NoDILI Drugs,0.8415,0.038038478,0.9547968179999999,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Agonist_ratio_Row239
1265,ethacrynic acid,AmbiDILIDrugs,32.9881,34.89727354,-0.057874614000000005,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ch2_Row165
1266,auranofin,LessDILIDrugs,1.0007,0.9147308829999999,0.085908981,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ch2_Row165
1267,cyproheptadine,LessDILIDrugs,104.3827,34.09707988,0.6733454879999999,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ch2_Row165
1268,progesterone,LessDILIDrugs,0.1927,0.877444682,-3.5534233630000003,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ch2_Row165
1269,benzbromarone,MostDILI Drugs,4.3387,17.76742933,-3.09510437,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ch2_Row165
1270,ethacrynic acid,AmbiDILIDrugs,32.9881,35.38468881,-0.072650101,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ratio_Row155
1271,auranofin,LessDILIDrugs,1.0007,0.7301407240000001,0.270370017,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ratio_Row155
1272,progesterone,LessDILIDrugs,0.1927,0.950693529,-3.933541925,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ratio_Row155
1273,benzbromarone,MostDILI Drugs,4.3387,16.17488925,-2.7280497039999996,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ratio_Row155
1274,ritonavir,MostDILI Drugs,7.5511,27.378479,-2.625760353,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ratio_Row155
1275,tipranavir,MostDILI Drugs,22.5,34.79969766,-0.546653229,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ratio_Row155
1276,tolcapone,MostDILI Drugs,74.2928,27.88832573,0.624616036,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_ratio_Row155
1277,cyproheptadine,LessDILIDrugs,104.3827,32.52154835,0.688439288,NR3C1,glucocorticoid receptor,TOX21_GR_BLA_Antagonist_viability_Row231
1278,dipyridamole,AmbiDILIDrugs,3.7453,9.707818152,-1.5920001469999998,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ch2_Row280
1279,ethacrynic acid,AmbiDILIDrugs,32.9881,9.521708056,0.711359307,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ch2_Row280
1280,entacapone,LessDILIDrugs,4.2583,16.957618300000004,-2.982250734,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ch2_Row280
1281,etoposide,LessDILIDrugs,17.0,67.76302504,-2.9860602960000002,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ch2_Row280
1282,bortezomib,MostDILI Drugs,0.2714,0.131540589,0.515325759,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ch2_Row280
1283,disulfiram,MostDILI Drugs,5.4,2.5617442059999997,0.525602925,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ch2_Row280
1284,ketoconazole,MostDILI Drugs,7.0,33.41025278,-3.772893254,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ch2_Row280
1285,leflunomide,MostDILI Drugs,24.7956,25.27938304,-0.019510842,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ch2_Row280
1286,dipyridamole,AmbiDILIDrugs,3.7453,6.781121945,-0.810568431,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ratio_Row172
1287,ethacrynic acid,AmbiDILIDrugs,32.9881,9.645044531,0.7076204890000001,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ratio_Row172
1288,entacapone,LessDILIDrugs,4.2583,16.54223134,-2.88470313,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ratio_Row172
1289,etoposide,LessDILIDrugs,17.0,65.83071945,-2.872395262,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ratio_Row172
1290,benzbromarone,MostDILI Drugs,4.3387,10.56171545,-1.4343041580000002,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ratio_Row172
1291,bortezomib,MostDILI Drugs,0.2714,0.14053684800000002,0.48217815799999997,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ratio_Row172
1292,disulfiram,MostDILI Drugs,5.4,0.033575429,0.993782328,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ratio_Row172
1293,ketoconazole,MostDILI Drugs,7.0,29.71145792,-3.244493989,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ratio_Row172
1294,leflunomide,MostDILI Drugs,24.7956,26.94929832,-0.086858084,HSF1,heat shock factor,TOX21_HSE_BLA_agonist_ratio_Row172
1295,ethacrynic acid,AmbiDILIDrugs,32.9881,80.25084211,-1.432720954,mmp,mitochondrial membrane potential,TOX21_MMP_ratio_down_Row67
1296,piroxicam,LessDILIDrugs,6.0359,13.80223203,-1.286689977,mmp,mitochondrial membrane potential,TOX21_MMP_ratio_down_Row67
1297,propofol,LessDILIDrugs,15.8184,62.25026875,-2.935307537,mmp,mitochondrial membrane potential,TOX21_MMP_ratio_down_Row67
1298,leflunomide,MostDILI Drugs,24.7956,9.169871399,0.630181508,mmp,mitochondrial membrane potential,TOX21_MMP_ratio_down_Row67
1299,mefenamic acid,MostDILI Drugs,26.9388,80.97499187,-2.005887117,mmp,mitochondrial membrane potential,TOX21_MMP_ratio_down_Row67
1300,nimesulide,MostDILI Drugs,21.0825,4.162223452,0.802574483,mmp,mitochondrial membrane potential,TOX21_MMP_ratio_down_Row67
1301,tolcapone,MostDILI Drugs,74.2928,5.436305018,0.926825951,mmp,mitochondrial membrane potential,TOX21_MMP_ratio_down_Row67
1302,troglitazone,MostDILI Drugs,6.3867,13.38560975,-1.0958569759999999,mmp,mitochondrial membrane potential,TOX21_MMP_ratio_down_Row67
1303,indomethacin,MostDILI Drugs,5.5899,5.9176634660000005,-0.058634942999999995,mmp,mitochondrial membrane potential,TOX21_MMP_ratio_up_Row614
1304,nimesulide,MostDILI Drugs,21.0825,46.19322619,-1.191069664,mmp,mitochondrial membrane potential,TOX21_MMP_viability_Row615
1305,tolcapone,MostDILI Drugs,74.2928,22.98438824,0.690624283,mmp,mitochondrial membrane potential,TOX21_MMP_viability_Row615
1306,zileuton,MostDILI Drugs,13.1192,51.57244281,-2.9310661330000003,mmp,mitochondrial membrane potential,TOX21_MMP_viability_Row615
1307,aztreonam,AmbiDILIDrugs,142.386,14.70245396,0.896742278,NFKB1,NFkB,TOX21_NFkB_BLA_agonist_ch1_Row247
1308,cyproheptadine,LessDILIDrugs,104.3827,126.49110590000001,-0.21180143699999998,NFKB1,NFkB,TOX21_NFkB_BLA_agonist_ch2_Row251
1309,dipyridamole,AmbiDILIDrugs,3.7453,12.76032562,-2.407023635,NFKB1,NFkB,TOX21_NFkB_BLA_agonist_ratio_Row250
1310,cyproheptadine,LessDILIDrugs,104.3827,10.73489116,0.89715833,NFKB1,NFkB,TOX21_NFkB_BLA_agonist_ratio_Row250
1311,ketoconazole,MostDILI Drugs,7.0,0.28068075,0.95990275,NFKB1,NFkB,TOX21_NFkB_BLA_agonist_ratio_Row250
1312,terbinafine,MostDILI Drugs,4.0,18.76221945,-3.690554863,NFKB1,NFkB,TOX21_NFkB_BLA_agonist_ratio_Row250
1313,ritonavir,MostDILI Drugs,7.5511,17.625327399999996,-1.334140377,NFKB1,NFkB,TOX21_NFkB_BLA_agonist_viability_Row241
1314,bisacodyl,NoDILI Drugs,0.15,0.357272152,-1.381814347,NFKB1,NFkB,TOX21_NFkB_BLA_agonist_viability_Row241
1315,auranofin,LessDILIDrugs,1.0007,2.7509215030000003,-1.748997205,TP53,p53,TOX21_p53_BLA_p1_ch1_Row166
1316,bortezomib,MostDILI Drugs,0.2714,0.604387132,-1.2269238470000001,TP53,p53,TOX21_p53_BLA_p1_ch1_Row166
1317,tolcapone,MostDILI Drugs,74.2928,35.3220198,0.5245566220000001,TP53,p53,TOX21_p53_BLA_p1_ch1_Row166
1318,daunorubicin,NoDILI Drugs,0.3791,0.541955846,-0.429585455,TP53,p53,TOX21_p53_BLA_p1_ch1_Row166
1319,ethacrynic acid,AmbiDILIDrugs,32.9881,29.99714369,0.090667735,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1320,docetaxel,LessDILIDrugs,0.9329999999999999,2.247539447,-1.408938314,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1321,etoposide,LessDILIDrugs,17.0,0.909599355,0.946494156,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1322,mebendazole,LessDILIDrugs,0.126,0.130993608,-0.03963181,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1323,paclitaxel,LessDILIDrugs,4.3,10.86495326,-1.5267333159999998,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1324,albendazole,MostDILI Drugs,0.9045,0.253319769,0.71993392,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1325,benzbromarone,MostDILI Drugs,4.3387,2.389015491,0.44937066600000003,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1326,bortezomib,MostDILI Drugs,0.2714,0.010419544000000001,0.961608165,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1327,disulfiram,MostDILI Drugs,5.4,6.437588412999999,-0.19214600199999998,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1328,methotrexate,MostDILI Drugs,0.7724,0.255251662,0.6695343579999999,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1329,pazopanib,MostDILI Drugs,62.8,26.27208583,0.581654684,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1330,riluzole,MostDILI Drugs,1.6524,5.842384753999999,-2.5356964140000002,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1331,bisacodyl,NoDILI Drugs,0.15,0.46118201200000003,-2.074546747,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1332,daunorubicin,NoDILI Drugs,0.3791,1.520579063,-3.011023643,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1333,digoxin,NoDILI Drugs,0.0028,0.009432256,-2.368662857,TP53,p53,TOX21_p53_BLA_p1_ch2_Row274
1334,ethacrynic acid,AmbiDILIDrugs,32.9881,36.04643412,-0.09271022300000001,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1335,docetaxel,LessDILIDrugs,0.9329999999999999,2.201956106,-1.360081571,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1336,etoposide,LessDILIDrugs,17.0,0.7432483590000001,0.956279508,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1337,mebendazole,LessDILIDrugs,0.126,0.135203551,-0.073044056,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1338,paclitaxel,LessDILIDrugs,4.3,0.010758143000000001,0.997498106,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1339,albendazole,MostDILI Drugs,0.9045,0.29611208,0.67262346,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1340,bortezomib,MostDILI Drugs,0.2714,0.006803215,0.974932885,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1341,methotrexate,MostDILI Drugs,0.7724,0.266433708,0.655057343,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1342,pazopanib,MostDILI Drugs,62.8,26.9593186,0.5707114870000001,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1343,riluzole,MostDILI Drugs,1.6524,7.971692925,-3.824311865,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1344,tolcapone,MostDILI Drugs,74.2928,62.05193296,0.164765186,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1345,bisacodyl,NoDILI Drugs,0.15,0.509170373,-2.394469153,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1346,daunorubicin,NoDILI Drugs,0.3791,1.669805435,-3.4046569110000005,TP53,p53,TOX21_p53_BLA_p1_ratio_Row162
1347,ethacrynic acid,AmbiDILIDrugs,32.9881,66.54149612,-1.017136365,TP53,p53,TOX21_p53_BLA_p1_viability_Row171
1348,bortezomib,MostDILI Drugs,0.2714,0.29989828,-0.105004716,TP53,p53,TOX21_p53_BLA_p1_viability_Row171
1349,methotrexate,MostDILI Drugs,0.7724,0.132026271,0.8290700790000001,TP53,p53,TOX21_p53_BLA_p1_viability_Row171
1350,tolcapone,MostDILI Drugs,74.2928,78.24534633,-0.05320228,TP53,p53,TOX21_p53_BLA_p1_viability_Row171
1351,zafirlukast,MostDILI Drugs,1.2107,5.45453631,-3.5052748910000004,TP53,p53,TOX21_p53_BLA_p1_viability_Row171
1352,cyproheptadine,LessDILIDrugs,104.3827,40.94582919,0.607733569,TP53,p53,TOX21_p53_BLA_p2_ch1_Row98
1353,allopurinol,MostDILI Drugs,13.812000000000001,13.90008219,-0.006377221999999999,TP53,p53,TOX21_p53_BLA_p2_ch1_Row98
1354,bortezomib,MostDILI Drugs,0.2714,0.122098846,0.55011479,TP53,p53,TOX21_p53_BLA_p2_ch1_Row98
1355,efavirenz,MostDILI Drugs,13.0,40.93980494,-2.149215765,TP53,p53,TOX21_p53_BLA_p2_ch1_Row98
1356,troglitazone,MostDILI Drugs,6.3867,21.15964552,-2.313079606,TP53,p53,TOX21_p53_BLA_p2_ch1_Row98
1357,carisoprodol,NoDILI Drugs,57.6187,15.10081538,0.737918152,TP53,p53,TOX21_p53_BLA_p2_ch1_Row98
1358,daunorubicin,NoDILI Drugs,0.3791,0.7951195,-1.097387233,TP53,p53,TOX21_p53_BLA_p2_ch1_Row98
1359,ethacrynic acid,AmbiDILIDrugs,32.9881,16.24338856,0.507598541,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1360,docetaxel,LessDILIDrugs,0.9329999999999999,0.0037261729999999997,0.996006245,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1361,etoposide,LessDILIDrugs,17.0,0.595563586,0.964966848,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1362,mebendazole,LessDILIDrugs,0.126,0.230404527,-0.828607357,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1363,paclitaxel,LessDILIDrugs,4.3,0.008390006,0.9980488359999999,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1364,quinine,LessDILIDrugs,9.2472,40.90660545,-3.423674783,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1365,albendazole,MostDILI Drugs,0.9045,0.305475922,0.662270954,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1366,benzbromarone,MostDILI Drugs,4.3387,1.184402154,0.727014508,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1367,bortezomib,MostDILI Drugs,0.2714,0.008114071,0.970102907,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1368,disulfiram,MostDILI Drugs,5.4,18.45344727,-2.41730505,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1369,griseofulvin,MostDILI Drugs,4.5356,20.92456459,-3.613406074,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1370,methotrexate,MostDILI Drugs,0.7724,0.019978157,0.97413496,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1371,pazopanib,MostDILI Drugs,62.8,22.27381783,0.6453213720000001,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1372,riluzole,MostDILI Drugs,1.6524,6.128375742999999,-2.708772539,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1373,ritonavir,MostDILI Drugs,7.5511,31.27902076,-3.1423131410000003,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1374,troglitazone,MostDILI Drugs,6.3867,15.0270593,-1.352867569,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1375,daunorubicin,NoDILI Drugs,0.3791,1.064171135,-1.807098747,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1376,digoxin,NoDILI Drugs,0.0028,0.012074277,-3.3122417860000004,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1377,hydroxyzine,NoDILI Drugs,0.2694,6e-06,0.999977728,TP53,p53,TOX21_p53_BLA_p2_ch2_Row77
1378,capecitabine,AmbiDILIDrugs,7.9309,0.327444442,0.958712827,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1379,ethacrynic acid,AmbiDILIDrugs,32.9881,10.69260995,0.6758646309999999,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1380,cyproheptadine,LessDILIDrugs,104.3827,40.89379376,0.608232075,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1381,docetaxel,LessDILIDrugs,0.9329999999999999,2.537190055,-1.719389126,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1382,etoposide,LessDILIDrugs,17.0,0.81369431,0.952135629,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1383,mebendazole,LessDILIDrugs,0.126,0.275153043,-1.18375431,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1384,paclitaxel,LessDILIDrugs,4.3,1.87335395,0.564336291,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1385,quinine,LessDILIDrugs,9.2472,40.91359754,-3.424430913,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1386,albendazole,MostDILI Drugs,0.9045,0.324355724,0.641397762,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1387,benzbromarone,MostDILI Drugs,4.3387,3.447384801,0.20543370100000002,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1388,bortezomib,MostDILI Drugs,0.2714,0.008077365999999999,0.97023815,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1389,griseofulvin,MostDILI Drugs,4.5356,18.88344936,-3.163385078,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1390,ketoconazole,MostDILI Drugs,7.0,18.21115572,-1.601593674,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1391,methotrexate,MostDILI Drugs,0.7724,0.027860021000000002,0.963930579,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1392,pazopanib,MostDILI Drugs,62.8,21.75273684,0.65361884,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1393,riluzole,MostDILI Drugs,1.6524,5.976429341,-2.616817563,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1394,tolcapone,MostDILI Drugs,74.2928,15.65609791,0.789264937,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1395,troglitazone,MostDILI Drugs,6.3867,15.39060796,-1.4097903390000002,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1396,carisoprodol,NoDILI Drugs,57.6187,15.00917753,0.73950857,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1397,daunorubicin,NoDILI Drugs,0.3791,1.449177881,-2.8226797180000003,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1398,hydroxyzine,NoDILI Drugs,0.2694,8.1e-06,0.9999699329999999,TP53,p53,TOX21_p53_BLA_p2_ratio_Row80
1399,capecitabine,AmbiDILIDrugs,7.9309,0.328252669,0.958610918,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1400,trimethadione,AmbiDILIDrugs,41.9167,3.2e-05,0.999999237,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1401,cimetidine,LessDILIDrugs,4.5176,1.6100000000000002e-05,0.999996436,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1402,cyproheptadine,LessDILIDrugs,104.3827,40.94823076,0.6077105620000001,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1403,famotidine,LessDILIDrugs,0.3082,0.32415498600000003,-0.051768287,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1404,nifedipine,LessDILIDrugs,0.2711,0.039587041,0.8539762409999999,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1405,omeprazole,LessDILIDrugs,2.7039,3.289999999999999e-05,0.9999878320000001,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1406,quinidine,LessDILIDrugs,8.6616,5.3299999999999995e-05,0.999993846,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1407,allopurinol,MostDILI Drugs,13.812000000000001,16.37177615,-0.18532986899999998,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1408,bortezomib,MostDILI Drugs,0.2714,0.197084034,0.27382448800000003,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1409,tolcapone,MostDILI Drugs,74.2928,54.06982146,0.27220643899999997,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1410,caffeine,NoDILI Drugs,42.0,1e-05,0.9999997620000001,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1411,carisoprodol,NoDILI Drugs,57.6187,15.62251939,0.72886373,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1412,hydrocortisone,NoDILI Drugs,0.8415,1e-05,0.9999881159999999,TP53,p53,TOX21_p53_BLA_p2_viability_Row180
1413,ethacrynic acid,AmbiDILIDrugs,32.9881,45.26139279,-0.372052128,TP53,p53,TOX21_p53_BLA_p3_ch1_Row121
1414,metolazone,AmbiDILIDrugs,0.0706,0.000825,0.988314448,TP53,p53,TOX21_p53_BLA_p3_ch1_Row121
1415,captopril,LessDILIDrugs,8.8822,0.000712,0.99991984,TP53,p53,TOX21_p53_BLA_p3_ch1_Row121
1416,bortezomib,MostDILI Drugs,0.2714,0.333157143,-0.22755026899999997,TP53,p53,TOX21_p53_BLA_p3_ch1_Row121
1417,sulindac,MostDILI Drugs,31.9852,0.00074,0.9999768640000001,TP53,p53,TOX21_p53_BLA_p3_ch1_Row121
1418,tolcapone,MostDILI Drugs,74.2928,37.22913201,0.498886406,TP53,p53,TOX21_p53_BLA_p3_ch1_Row121
1419,troglitazone,MostDILI Drugs,6.3867,26.02151125,-3.0743280960000003,TP53,p53,TOX21_p53_BLA_p3_ch1_Row121
1420,amifostine,NoDILI Drugs,240.0,0.000837,0.9999965129999999,TP53,p53,TOX21_p53_BLA_p3_ch1_Row121
1421,ethacrynic acid,AmbiDILIDrugs,32.9881,32.41803509,0.017280926000000002,TP53,p53,TOX21_p53_BLA_p3_ch2_Row92
1422,ampicillin,LessDILIDrugs,8.42,3.26423538,0.612323589,TP53,p53,TOX21_p53_BLA_p3_ch2_Row92
1423,docetaxel,LessDILIDrugs,0.9329999999999999,2.143111771,-1.297011544,TP53,p53,TOX21_p53_BLA_p3_ch2_Row92
1424,etoposide,LessDILIDrugs,17.0,0.575379765,0.9661541309999999,TP53,p53,TOX21_p53_BLA_p3_ch2_Row92
1425,mebendazole,LessDILIDrugs,0.126,0.24924138199999998,-0.978106206,TP53,p53,TOX21_p53_BLA_p3_ch2_Row92
1426,paclitaxel,LessDILIDrugs,4.3,0.009974413,0.997680369,TP53,p53,TOX21_p53_BLA_p3_ch2_Row92
1427,albendazole,MostDILI Drugs,0.9045,0.279799358,0.690658532,TP53,p53,TOX21_p53_BLA_p3_ch2_Row92
1428,bortezomib,MostDILI Drugs,0.2714,0.008269361999999999,0.969530722,TP53,p53,TOX21_p53_BLA_p3_ch2_Row92
